t_s,t_sim_s,kind,servo_idx,value_deg
1.356814,,fb,0,0.1111
1.394822,,fb,2,-0.1111
1.395761,,fb,0,0.0556
1.396775,,fb,1,-0.1111
1.397703,,fb,3,0.0000
1.398754,,fb,2,-0.1111
1.399782,,fb,3,0.0000
1.400808,,fb,1,-0.1111
1.402034,,fb,3,0.0000
1.439769,,fb,1,-0.0556
1.441772,,fb,0,0.0556
1.442803,,fb,2,-0.1111
1.443799,,fb,0,0.0556
1.444821,,fb,3,0.0000
1.445774,,fb,0,0.0556
1.446806,,fb,2,-0.1111
1.484814,,fb,0,0.0556
1.485999,,fb,2,-0.1111
1.486820,,fb,0,0.0556
1.487808,,fb,2,-0.1111
1.488766,,fb,0,0.1111
1.489845,,fb,1,-0.1111
1.490607,,fb,2,-0.1111
1.491664,,fb,0,0.1111
1.540628,,fb,3,0.0000
1.541600,,fb,2,-0.1111
1.543609,,fb,3,0.0000
1.545617,,fb,3,0.0000
1.546603,,fb,0,0.0556
1.547626,,fb,2,-0.1111
1.548620,,fb,3,0.0000
1.549610,,fb,1,-0.1111
1.585629,,fb,0,0.0556
1.586603,,fb,2,-0.1111
1.587624,,fb,3,0.0000
1.589642,,fb,2,-0.1111
1.590606,,fb,3,0.0000
1.591608,,fb,3,0.0000
1.592601,,fb,0,0.0556
1.593620,,fb,1,-0.1111
1.595603,,fb,2,-0.0556
1.634812,,fb,0,1.2222
1.636800,,fb,0,1.2778
1.637815,,fb,0,1.2222
1.638807,,fb,1,1.1111
1.650830,,fb,0,1.2222
1.651830,,fb,1,1.1667
1.652808,,fb,3,1.1111
1.653791,,fb,0,1.1111
1.655798,,fb,1,1.1111
1.657839,,fb,2,1.0000
1.660755,,fb,3,1.0556
1.664850,,fb,0,1.1111
1.666730,,fb,1,1.1111
1.670985,,fb,2,0.9444
1.673838,,fb,3,1.0556
1.676833,,fb,0,1.1111
1.678785,,fb,1,1.1111
1.682828,,fb,2,1.0000
1.732946,,fb,1,1.1111
1.733725,,fb,1,1.1111
1.734624,,fb,2,1.0000
1.735608,,fb,1,1.1111
1.736669,,fb,2,1.0556
1.737604,,fb,0,1.1667
1.738607,,fb,3,1.0556
