t_s,t_sim_s,kind,servo_idx,value_deg
1.341466,,fb,0,-0.0556
1.380448,,fb,2,-0.0556
1.381414,,fb,0,-0.0556
1.382414,,fb,2,-0.0556
1.383424,,fb,0,-0.1111
1.384410,,fb,1,-0.0556
1.385435,,fb,1,-0.0556
1.386423,,fb,2,-0.0556
1.387416,,fb,3,-0.1667
1.425434,,fb,1,-0.0556
1.426416,,fb,0,-0.1111
1.427432,,fb,1,0.0000
1.428421,,fb,3,-0.1667
1.429411,,fb,0,-0.0556
1.430429,,fb,2,-0.0556
1.431421,,fb,3,-0.1667
1.432410,,fb,2,-0.0556
1.470433,,fb,0,-0.1111
1.471424,,fb,1,-0.0556
1.472431,,fb,2,-0.0556
1.473418,,fb,0,-0.0556
1.474408,,fb,2,-0.0556
1.475429,,fb,1,-0.0556
1.476425,,fb,2,-0.0556
1.477411,,fb,0,-0.0556
1.478413,,fb,1,-0.0556
1.515460,,fb,3,-0.1667
1.516460,,fb,0,-0.0556
1.520443,,fb,0,-0.0556
1.521427,,fb,3,-0.1667
1.522440,,fb,0,-0.0556
1.533433,,fb,3,-0.1111
1.535441,,fb,1,-0.0556
1.536419,,fb,0,-0.0556
1.537443,,fb,1,-0.0556
1.539434,,fb,2,-0.0556
1.542445,,fb,3,-0.1667
1.545451,,fb,0,-0.0556
1.549027,,fb,1,-0.0556
1.550450,,fb,2,-0.0556
1.554456,,fb,3,-0.1667
1.557425,,fb,0,-0.0556
1.560432,,fb,1,0.0000
1.563424,,fb,2,0.0000
1.566415,,fb,3,0.0000
1.569428,,fb,0,0.0556
1.608437,,fb,2,1.2778
1.610431,,fb,2,1.2778
1.612422,,fb,2,1.2222
1.660421,,fb,1,1.1111
1.661412,,fb,0,1.1111
1.662417,,fb,3,1.0556
1.663435,,fb,0,1.1111
1.664426,,fb,2,1.0000
1.665412,,fb,1,1.1111
1.676450,,fb,2,1.0000
1.677420,,fb,0,1.1111
1.678478,,fb,3,1.0556
1.680460,,fb,0,1.1667
1.683437,,fb,1,1.1111
1.686462,,fb,2,1.0556
1.689427,,fb,3,1.0556
1.692443,,fb,0,1.1667
1.695430,,fb,1,1.1111
1.698428,,fb,2,1.0000
1.701442,,fb,3,1.0556
1.704434,,fb,0,1.1111
1.707422,,fb,1,1.1111
1.710451,,fb,2,1.0000
1.749447,,fb,0,1.1111
1.750441,,fb,0,1.1111
1.751425,,fb,1,1.1111
1.752426,,fb,3,1.0556
1.753451,,fb,2,1.0000
1.754457,,fb,3,1.1111
1.755412,,fb,1,1.1111
1.793437,,fb,3,1.0556
1.794412,,fb,0,1.1667
1.795453,,fb,2,1.0556
1.796423,,fb,0,1.1111
1.797458,,fb,2,1.0556
1.798474,,fb,1,1.1111
1.799426,,fb,2,1.0556
1.800436,,fb,0,1.1111
1.838528,,fb,2,1.0556
1.839556,,fb,0,1.1111
1.840490,,fb,2,1.0000
1.841494,,fb,0,1.1111
1.842524,,fb,1,1.1111
1.843506,,fb,0,1.1111
1.844511,,fb,1,1.1111
1.845529,,fb,3,1.1111
1.883449,,fb,1,1.1111
1.884411,,fb,2,1.0000
1.885434,,fb,0,1.1111
1.886431,,fb,1,1.1111
1.887420,,fb,2,1.0556
1.888437,,fb,0,1.1111
1.889425,,fb,2,1.0556
1.890417,,fb,0,1.1111
1.891445,,fb,2,1.0556
1.929430,,fb,0,1.1667
1.931438,,fb,0,1.1111
1.933534,,fb,0,1.0556
1.934502,,fb,0,1.1111
1.935546,,fb,1,1.1111
1.973490,,fb,3,1.1111
1.975436,,fb,2,1.0000
1.977443,,fb,1,1.1111
1.978438,,fb,1,1.1111
1.979423,,fb,2,1.0556
1.980419,,fb,0,1.1111
2.018448,,fb,2,1.0556
2.019414,,fb,0,1.1111
2.020430,,fb,2,1.0000
2.021425,,fb,0,1.1111
2.022431,,fb,1,1.1111
2.023413,,fb,3,1.0556
2.024408,,fb,1,1.1111
2.025418,,fb,3,1.0556
2.063453,,fb,1,1.1111
2.065434,,fb,0,1.1111
2.067413,,fb,0,1.1667
2.068423,,fb,3,1.1111
2.069412,,fb,0,1.1111
2.070480,,fb,2,1.0000
2.109433,,fb,0,1.1111
2.110438,,fb,0,1.1111
2.111409,,fb,2,1.0556
2.112408,,fb,3,1.0556
2.113411,,fb,1,1.1111
2.114411,,fb,3,1.0556
2.115409,,fb,1,1.1111
2.153439,,fb,3,1.0556
2.154414,,fb,2,1.0000
2.155434,,fb,0,1.1111
2.156407,,fb,1,1.1111
2.157405,,fb,2,1.0000
2.158412,,fb,0,1.1111
2.159425,,fb,2,1.0000
2.160409,,fb,0,1.1111
2.198442,,fb,2,1.0000
2.200425,,fb,0,1.1111
2.202428,,fb,3,1.0556
2.203434,,fb,0,1.1111
2.204417,,fb,3,1.0556
2.205409,,fb,3,1.0000
2.243453,,fb,1,-0.1111
2.244467,,fb,2,0.0556
2.245543,,fb,0,-0.2222
2.246447,,fb,2,0.0556
2.247453,,fb,1,-0.2778
2.248504,,fb,3,-0.2222
2.249443,,fb,0,-0.2778
2.250468,,fb,2,0.0556
2.289433,,fb,0,-0.1111
2.290447,,fb,0,-0.1111
2.291455,,fb,1,-0.0556
2.292418,,fb,3,-0.1667
2.293441,,fb,1,-0.0556
2.294421,,fb,3,-0.1667
2.295415,,fb,1,-0.0556
2.333467,,fb,3,-0.1667
2.334418,,fb,0,-0.1111
2.336442,,fb,0,-0.0556
2.337422,,fb,3,-0.1667
2.338448,,fb,0,-0.0556
2.339409,,fb,3,-0.1667
2.340419,,fb,0,-0.1111
